symbol,setup_type,signal_date,entry_date,exit_date,entry_price,exit_price,shares,entry_value,pnl,pnl_pct,holding_bars,exit_reason,priority_score,edge_strategy_name,edge_strategy_passed,edge_score,edge_rank,edge_rank_score,edge_risk,reasons
GVR,EDGE_BREAKOUT,2026-01-13,2026-01-14,2026-01-21,34.33429999999999,37.962,847400,29094885.819999993,2980680.0965800136,0.10234452929658648,5,EDGE_TRAILING_ATR_STOP,3.0,breakout_after_accumulation_v3,True,100.0,1.0,3.0,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=100.0
GMD,EDGE_MEAN_REVERSION,2026-01-15,2026-01-16,2026-01-23,63.56349999999999,70.0299,440300,27987009.049999997,2757500.5810100064,0.09842944740016198,5,EDGE_TRAILING_ATR_STOP,2.9333,mean_reversion_uptrend_ma50_v1,True,75.2868,1.0,2.9333,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=75.2868
DCM,EDGE_BREAKOUT,2026-01-22,2026-01-23,2026-01-27,38.138099999999994,34.8651,567700,21650999.369999997,-1919318.9339099936,-0.0885594932414252,2,EDGE_ATR_STOP,2.825,breakout_after_accumulation_v3,True,100.0,2.0,2.825,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=100.0
SIP,EDGE_BREAKOUT,2026-01-15,2026-01-16,2026-02-04,57.15709999999999,64.5354,489600,27984116.159999996,3521238.500160001,0.1257041944533088,13,EDGE_TRAILING_ATR_STOP,3.0,breakout_after_accumulation_v3,True,100.0,1.0,3.0,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=100.0
PAN,EDGE_MEAN_REVERSION,2026-01-23,2026-01-26,2026-02-04,28.928899999999995,31.51845,905700,26200904.729999997,2262062.0099400096,0.08624901433822656,7,EDGE_TRAILING_ATR_STOP,2.3,mean_reversion_uptrend_ma50_v1,True,68.1425,2.0,2.3,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=68.1425
VHC,EDGE_BREAKOUT,2026-01-29,2026-01-30,2026-02-09,64.76469999999999,60.4395,354500,22959086.15,-1599094.091649998,-0.06958014725054479,6,EDGE_STOP_LOSS,3.0667,breakout_after_accumulation_v3,True,100.0,1.0,3.0667,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=100.0
CTD,EDGE_BREAKOUT,2026-02-04,2026-02-05,2026-02-09,82.17209,76.49342999999999,336500,27650908.285,-1990000.0766749978,-0.07189680874565844,2,EDGE_ATR_STOP,3.3333,breakout_after_accumulation_v3,True,100.0,1.0,3.3333,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=100.0
HPG,EDGE_BREAKOUT,2026-02-04,2026-02-05,2026-02-09,28.3283,27.02295,976200,27654086.459999997,-1354696.364039991,-0.048938265343767655,2,EDGE_ATR_STOP,2.7333,breakout_after_accumulation_v3,True,100.0,2.0,2.7333,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=100.0
PAN,EDGE_COMPRESSION,2026-02-24,2026-02-25,2026-03-02,32.48245,32.31765,517300,16803171.385,-135490.05207499862,-0.008055306601136653,3,EDGE_TRAILING_ATR_STOP,4.5,compression_breakout_smt_v1,True,91.3584,1.0,4.5,"{'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=91.3584
STB,EDGE_BREAKOUT,2026-01-21,2026-01-22,2026-03-06,63.062999999999995,64.83510000000001,687300,43343199.9,1085498.8016400114,0.02501925076493392,26,EDGE_TRAILING_ATR_STOP,2.925,breakout_after_accumulation_v3,True,100.0,2.0,2.925,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=100.0
PVD,EDGE_BREAKOUT,2026-02-23,2026-02-24,2026-03-09,36.886849999999995,45.20475,912700,33666627.995,7475563.951354995,0.22182488417339036,9,EDGE_TRAILING_ATR_STOP,3.3,breakout_after_accumulation_v3,True,95.2791,1.0,3.3,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=95.2791
VSC,EDGE_BREAKOUT,2026-02-23,2026-02-24,2026-03-09,25.975949999999997,22.62735,1296100,33667428.794999994,-4432442.50546499,-0.13152220556954525,9,EDGE_STOP_LOSS,2.75,breakout_after_accumulation_v3,True,100.0,2.0,2.75,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=100.0
LPB,EDGE_COMPRESSION,2026-04-01,2026-04-02,2026-04-17,42.642599999999995,47.8521,695900,29674985.339999996,3529015.5118800104,0.11880342926761335,11,EDGE_TRAILING_ATR_STOP,4.5,compression_breakout_smt_v1,True,70.0859,1.0,4.5,"{'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=70.0859
VPB,EDGE_BREAKOUT,2026-04-17,2026-04-20,2026-04-29,28.528499999999998,26.7732,1100600,31398467.099999998,-2022214.814939998,-0.06434054929769736,6,EDGE_ATR_STOP,3.0667,breakout_after_accumulation_v3,True,100.0,1.0,3.0667,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=100.0
NLG,EDGE_BREAKOUT,2026-04-01,2026-04-02,2026-05-08,29.429399999999994,27.12285,1008400,29676606.959999993,-2410302.990839988,-0.08113781669817434,23,EDGE_STOP_LOSS,4.1,breakout_after_accumulation_v3,True,100.0,1.0,4.1,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=100.0
SSB,EDGE_MEAN_REVERSION,2026-04-01,2026-04-02,2026-05-08,16.966949999999997,16.8,1749100,29676892.244999994,-380458.8972449936,-0.01280723113757315,23,END_OF_DATA,2.525,mean_reversion_uptrend_ma50_v1,True,61.4534,1.0,2.525,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=61.4534
VIB,EDGE_MEAN_REVERSION,2026-04-01,2026-04-02,2026-05-08,16.27626,16.05,1823300,29676504.858000003,-500744.29285800084,-0.016856568898622814,23,END_OF_DATA,2.4667,mean_reversion_uptrend_ma50_v1,True,70.9479,2.0,2.4667,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=70.9479
VCG,EDGE_COMPRESSION,2026-05-06,2026-05-07,2026-05-08,23.5235,22.05,1291800,30387657.299999997,-1990823.3372999914,-0.06544876043462537,1,END_OF_DATA,3.6,compression_breakout_smt_v1,True,76.3134,1.0,3.6,"{'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",Edge strategy passed: regime_router_mvp_v1 | edge_score=76.3134
