symbol,setup_type,signal_date,entry_date,entry_price,stop_loss,take_profit,exit_date,exit_price,exit_reason,pnl_pct,holding_bars,reasons
CTG,NR7,2025-01-22,2025-01-23,25.65,25.0,27.0,2025-02-19,28.0,REVERSAL_DOUBLE_TOP,8.27,14,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.9% — SL hẹp, risk thấp"
CTG,SPRING,2025-02-19,2025-02-20,28.15,27.0,30.0,2025-04-03,27.0,SL,-4.09,30,HH: đỉnh 28 > 28 | HL: đáy 28 > 25 | Volume phiên tăng > giảm
CTG,NR7,2025-04-10,2025-04-11,25.37,24.0,27.0,2025-04-22,24.0,SL,-5.4,7,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 3.7% — SL hẹp, risk thấp"
CTG,HAMMER,2025-04-22,2025-04-23,25.65,24.0,28.0,2025-06-09,26.0,TSL,1.36,30,Bóng dưới 2 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 25 | RSI 39.6 — vùng oversold
CTG,NR7,2025-06-09,2025-06-10,26.06,25.0,28.0,2025-08-04,30.0,TSL,15.12,39,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.9% — SL hẹp, risk thấp"
CTG,BB_SQUEEZE,2025-08-04,2025-08-05,31.51,30.0,34.0,2025-09-25,34.0,REVERSAL_MA20_BREAK,9.49,35,BB squeeze: width 0.057 ≈ min 20 phiên (0.057) | Giá trên BB mid — bias bullish
CTG,BB_SQUEEZE,2025-09-29,2025-09-30,34.84,33.0,38.0,2025-10-20,34.0,TSL,-2.41,14,BB squeeze: width 0.059 ≈ min 20 phiên (0.059) | Giá trên BB mid — bias bullish
CTG,NR7,2025-10-23,2025-10-24,34.12,32.0,37.0,2025-12-15,34.0,TSL,-0.35,36,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 3.3% — SL hẹp, risk thấp"
CTG,DOUBLE_BOTTOM,2025-12-15,2025-12-16,34.57,33.0,37.0,2026-02-09,37.0,TSL,7.03,37,Hai đáy 32 và 33 (chênh 1.9%) | Vượt neckline 34 | Chưa quá xa neckline — vào hàng còn hợp lý
ACB,RETEST,2025-01-02,2025-01-03,21.31,21.0,22.0,2025-01-03,21.0,SL,-1.45,0,Retest vùng breakout 21 (cách -0.4%) | Volume cạn 0.77× TB20 | Giá vẫn giữ trên vùng breakout
ACB,NR7,2025-01-08,2025-01-09,20.85,20.0,22.0,2025-03-13,22.0,TSL,5.52,40,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.2% — SL hẹp, risk thấp"
ACB,BB_SQUEEZE,2025-03-19,2025-03-20,22.06,22.0,22.0,2025-03-20,22.0,SL,-0.27,0,BB squeeze: width 0.029 ≈ min 20 phiên (0.029) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
ACB,BB_SQUEEZE,2025-03-20,2025-03-21,21.93,21.0,23.0,2025-04-03,21.0,SL,-4.24,9,BB squeeze: width 0.028 ≈ min 20 phiên (0.028) | Giá trên BB mid — bias bullish
ACB,NR7,2025-04-10,2025-04-11,20.72,20.0,22.0,2025-04-22,20.0,SL,-3.47,7,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 3.1% — SL hẹp, risk thấp"
ACB,MACD_CROSSOVER,2025-04-22,2025-04-23,20.55,20.0,21.0,2025-04-25,20.0,SL,-2.68,2,MACD crossover bullish (hist=0.03)
ACB,NR7,2025-04-28,2025-04-29,20.01,19.0,22.0,2025-06-02,21.0,TSL,4.95,21,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 2.8% — SL hẹp, risk thấp"
ACB,RETEST,2025-06-02,2025-06-03,21.15,21.0,21.0,2025-06-05,21.0,SL,-0.71,2,Retest vùng breakout 22 (cách -2.3%) | Volume cạn 0.77× TB20 | Giá vẫn giữ trên vùng breakout
ACB,RETEST,2025-06-05,2025-06-06,21.05,21.0,21.0,2025-06-06,21.0,SL,-0.24,0,Retest vùng breakout 22 (cách -2.8%) | Volume cạn 0.51× TB20 | Giá vẫn giữ trên vùng breakout
ACB,NR7,2025-06-09,2025-06-10,21.05,21.0,21.0,2025-06-10,21.0,SL,-0.24,0,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.4% — SL hẹp, risk thấp"
ACB,NR7,2025-06-11,2025-06-12,21.05,21.0,21.0,2025-06-12,21.0,SL,-0.24,0,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.3% — SL hẹp, risk thấp"
ACB,BB_SQUEEZE,2025-06-16,2025-06-17,21.4,21.0,22.0,2025-08-01,23.0,REVERSAL_DOUBLE_TOP,7.48,33,BB squeeze: width 0.038 ≈ min 20 phiên (0.037) | Giá trên BB mid — bias bullish
ACB,RETEST,2025-08-01,2025-08-04,23.0,22.0,24.0,2025-09-18,26.0,TSL,13.04,31,Retest vùng breakout 24 (cách -2.5%) | Volume cạn 0.48× TB20 | Giá vẫn giữ trên vùng breakout
ACB,NR7,2025-09-22,2025-09-23,25.15,24.0,27.0,2025-10-17,26.0,TSL,3.38,18,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 2.9% — SL hẹp, risk thấp"
ACB,RSI_BOUNCE,2025-10-21,2025-10-22,25.2,24.0,27.0,2025-12-01,24.0,SL,-4.76,28,RSI 38.0 oversold | Trên MA200 (23) — long-term trend ok | Nến đảo chiều tăng
ACB,MACD_CROSSOVER,2025-12-04,2025-12-05,24.9,24.0,26.0,2025-12-09,24.0,SL,-3.61,2,MACD crossover bullish (hist=0.03)
ACB,MACD_CROSSOVER,2025-12-09,2025-12-10,24.15,24.0,24.0,2025-12-11,24.0,SL,-0.62,1,MACD crossover bullish (hist=0.01)
ACB,RSI_BOUNCE,2025-12-15,2025-12-16,23.55,23.0,24.0,2026-01-28,24.0,TSL,1.91,29,RSI 33.9 oversold | Trên MA200 (23) — long-term trend ok | Nến đảo chiều tăng
GAS,NR7,2025-01-02,2025-01-03,64.1,63.0,66.0,2025-01-07,63.0,SL,-1.72,2,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.0% — SL hẹp, risk thấp"
GAS,RETEST,2025-01-09,2025-01-10,63.07,62.0,65.0,2025-04-03,60.0,SL,-5.23,54,Retest vùng breakout 65 (cách -2.3%) | Volume cạn 0.70× TB20 | Giá vẫn giữ trên vùng breakout
GAS,NR7,2025-04-10,2025-04-11,54.69,52.0,59.0,2025-04-22,52.0,SL,-4.92,7,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 3.6% — SL hẹp, risk thấp"
GAS,MACD_CROSSOVER,2025-04-22,2025-04-23,54.69,52.0,59.0,2025-06-06,59.0,REVERSAL_DOUBLE_TOP,8.43,29,MACD crossover bullish (hist=0.04)
GAS,BB_SQUEEZE,2025-06-06,2025-06-09,59.39,58.0,61.0,2025-07-17,64.0,REVERSAL_MA20_BREAK,7.29,28,BB squeeze: width 0.103 ≈ min 20 phiên (0.102) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
GAS,BB_SQUEEZE,2025-07-18,2025-07-21,64.2,63.0,66.0,2025-09-08,63.0,SL,-1.87,33,BB squeeze: width 0.080 ≈ min 20 phiên (0.080) | Giá trên BB mid — bias bullish
GAS,RSI_BOUNCE,2025-09-12,2025-09-15,62.6,61.0,65.0,2025-09-30,61.0,SL,-2.56,11,RSI 39.8 oversold | Trên MA200 (62) — long-term trend ok | Nến đảo chiều tăng
GAS,MACD_CROSSOVER,2025-10-09,2025-10-10,60.9,60.0,62.0,2025-10-14,60.0,SL,-1.48,2,MACD crossover bullish (hist=0.03)
GAS,MACD_CROSSOVER,2025-10-14,2025-10-15,60.0,59.0,62.0,2025-10-15,59.0,SL,-1.67,0,MACD crossover bullish (hist=0.03)
GAS,MACD_CROSSOVER,2025-10-24,2025-10-27,60.2,58.0,64.0,2025-12-11,63.0,TSL,4.65,33,MACD crossover bullish (hist=0.06)
GAS,DOUBLE_BOTTOM,2025-12-16,2025-12-17,64.2,62.0,68.0,2026-03-10,99.0,TSL,54.21,52,Hai đáy 61 và 61 (chênh 0.2%) | Vượt neckline 64 | Chưa quá xa neckline — vào hàng còn hợp lý
BCM,BREAKOUT_RETEST_ENTRY,2025-01-02,2025-01-03,68.91,67.0,72.0,2025-01-10,67.0,SL,-2.77,5,Breakout 6 bars trước tại level 67 | Retest thành công (cách +4.1%) | Nến đóng xanh — support giữ vững
BCM,RETEST,2025-01-13,2025-01-14,68.71,66.0,73.0,2025-03-03,74.0,REVERSAL_DOUBLE_TOP,8.15,29,Retest vùng breakout 70 (cách -1.4%) | Volume cạn 0.75× TB20 | Giá vẫn giữ trên vùng breakout
BCM,RETEST,2025-03-03,2025-03-04,74.21,72.0,78.0,2025-03-21,77.0,REVERSAL_DOUBLE_TOP,4.24,13,Retest vùng breakout 74 (cách +0.9%) | Volume cạn 0.72× TB20 | Giá vẫn giữ trên vùng breakout
BCM,RETEST,2025-03-21,2025-03-24,77.36,74.0,82.0,2025-03-31,74.0,SL,-4.34,5,Retest vùng breakout 79 (cách -2.4%) | Volume cạn 0.56× TB20 | Giá vẫn giữ trên vùng breakout
BCM,NR7,2025-04-01,2025-04-02,74.61,72.0,79.0,2025-04-03,69.0,SL,-7.25,1,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 2.6% — SL hẹp, risk thấp"
BCM,NR7,2025-04-04,2025-04-08,59.96,57.0,64.0,2025-04-09,56.0,SL,-6.89,1,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 3.7% — SL hẹp, risk thấp"
BCM,NR7,2025-04-09,2025-04-10,59.67,57.0,64.0,2025-04-11,56.0,SL,-6.92,1,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 4.7% — SL hẹp, risk thấp"
BCM,HAMMER,2025-04-17,2025-04-18,54.46,52.0,58.0,2025-04-22,52.0,SL,-4.52,2,Bóng dưới 3 > 2× thân 1 | Đóng cửa gần đỉnh nến — lực mua hấp thu | RSI 22.6 — vùng oversold
BCM,HAMMER,2025-04-25,2025-04-28,55.05,52.0,60.0,2025-06-03,60.0,REVERSAL_DOUBLE_TOP,9.1,23,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 53 | RSI 34.7 — vùng oversold
BCM,BB_SQUEEZE,2025-06-03,2025-06-04,60.45,57.0,66.0,2025-06-13,57.0,SL,-5.71,7,BB squeeze: width 0.081 ≈ min 20 phiên (0.081) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
BCM,GOLDEN_CROSS,2025-06-13,2025-06-16,57.6,55.0,62.0,2025-07-15,66.0,REVERSAL_DOUBLE_TOP,14.34,21,Golden Cross: MA20 (59) cắt lên MA50 (59) | Volume xác nhận cross
BCM,RETEST,2025-07-15,2025-07-16,65.76,63.0,70.0,2025-08-22,67.0,TSL,1.89,27,Retest vùng breakout 67 (cách -1.8%) | Volume cạn 0.60× TB20 | Giá vẫn giữ trên vùng breakout
BCM,BULLISH_ENGULFING,2025-08-26,2025-08-27,66.84,64.0,71.0,2025-09-11,64.0,SL,-4.25,9,Engulfing: [64–68] nuốt [64–65] (body 6.8%) | Volume xanh 1.1× bar đỏ | Tại support 67
BCM,HAMMER,2025-09-11,2025-09-12,65.47,63.0,69.0,2025-10-15,63.0,SL,-3.77,23,Bóng dưới 2 > 2× thân 1 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 66
BCM,HAMMER,2025-10-15,2025-10-16,63.79,62.0,66.0,2025-10-20,62.0,SL,-2.81,2,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 63 | RSI 34.4 — vùng oversold
BCM,HAMMER,2025-10-23,2025-10-24,63.01,61.0,66.0,2025-11-21,64.0,TSL,1.57,20,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 64
BCM,BB_SQUEEZE,2025-11-21,2025-11-24,65.86,63.0,70.0,2025-12-16,63.0,SL,-4.34,16,BB squeeze: width 0.054 ≈ min 20 phiên (0.054) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
BCM,HAMMER,2025-12-16,2025-12-17,63.6,61.0,68.0,2025-12-18,61.0,SL,-4.09,1,Bóng dưới 4 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 63 | RSI 40.0 — vùng oversold
BCM,HAMMER,2025-12-30,2025-12-31,59.47,57.0,63.0,2026-01-29,65.0,REVERSAL_TREND_BREAK,9.1,19,Bóng dưới 2 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 60 | RSI 38.8 — vùng oversold
BVH,NR7,2025-01-09,2025-01-10,47.88,46.0,51.0,2025-01-23,50.0,REVERSAL_MA20_BREAK,3.88,9,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 2.9% — SL hẹp, risk thấp"
BVH,RETEST,2025-01-24,2025-02-03,49.84,48.0,53.0,2025-03-04,56.0,REVERSAL_DOUBLE_TOP,11.42,21,Retest vùng breakout 51 (cách -2.9%) | Volume cạn 0.61× TB20 | Giá vẫn giữ trên vùng breakout
BVH,SPRING,2025-03-04,2025-03-05,55.53,53.0,59.0,2025-03-13,53.0,SL,-4.56,6,HH: đỉnh 59 > 58 | HL: đáy 56 > 55 | Volume phiên tăng > giảm
BVH,NR7,2025-03-18,2025-03-19,52.2,50.0,56.0,2025-04-03,48.0,SL,-8.08,11,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 2.8% — SL hẹp, risk thấp"
BVH,NR7,2025-04-10,2025-04-11,43.37,41.0,47.0,2025-04-22,41.0,SL,-5.46,7,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 4.5% — SL hẹp, risk thấp"
BVH,MACD_CROSSOVER,2025-04-22,2025-04-23,44.15,42.0,47.0,2025-06-10,48.0,REVERSAL_TREND_BREAK,8.67,31,MACD crossover bullish (hist=0.03)
BVH,NR7,2025-06-11,2025-06-12,48.96,47.0,52.0,2025-07-17,52.0,REVERSAL_DOUBLE_TOP,7.21,25,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 2.6% — SL hẹp, risk thấp"
BVH,BB_SQUEEZE,2025-07-17,2025-07-18,52.3,50.0,56.0,2025-07-29,50.0,SL,-4.4,7,BB squeeze: width 0.079 ≈ min 20 phiên (0.079) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
BVH,NR7,2025-08-01,2025-08-04,49.06,47.0,52.0,2025-09-19,57.0,REVERSAL_MA20_BREAK,15.8,32,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 2.5% — SL hẹp, risk thấp"
BVH,NR7,2025-09-23,2025-09-24,54.94,52.0,59.0,2025-10-03,52.0,SL,-5.35,7,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 3.4% — SL hẹp, risk thấp"
BVH,HAMMER,2025-10-16,2025-10-17,50.92,49.0,54.0,2025-10-20,49.0,SL,-3.77,1,Bóng dưới 2 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 50 | RSI 35.0 — vùng oversold
BVH,HAMMER,2025-10-28,2025-10-29,49.06,47.0,52.0,2025-11-19,54.0,REVERSAL_DOUBLE_TOP,10.48,15,Bóng dưới 0 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 48 | RSI 39.8 — vùng oversold
BVH,RETEST,2025-11-19,2025-11-20,54.2,52.0,58.0,2025-11-25,52.0,SL,-4.06,3,Retest vùng breakout 55 (cách -1.3%) | Volume cạn 0.71× TB20 | Giá vẫn giữ trên vùng breakout
BVH,BREAKOUT_RETEST_ENTRY,2025-11-27,2025-11-28,52.9,51.0,56.0,2025-12-02,51.0,SL,-3.59,2,Breakout 12 bars trước tại level 53 | Retest thành công (cách -1.1%) | Volume cạn 0.30× TB20 | Nến đóng xanh — support giữ vững
BVH,BREAKOUT,2025-12-08,2025-12-09,56.5,54.0,60.0,2025-12-10,54.0,SL,-4.42,1,Giá 56 vượt đỉnh 20 phiên (55) | Volume 3.0× TB20 | Thân nến 6.9%
BVH,SPRING,2025-12-10,2025-12-11,54.2,52.0,58.0,2025-12-12,52.0,SL,-4.06,1,HH: đỉnh 54 > 53 | HL: đáy 52 > 50 | Volume phiên tăng > giảm
BVH,BB_SQUEEZE,2025-12-16,2025-12-17,53.2,51.0,57.0,2026-01-27,69.0,REVERSAL_DOUBLE_TOP,29.7,27,BB squeeze: width 0.094 ≈ min 20 phiên (0.091) | Giá trên BB mid — bias bullish | Volume bắt đầu tăng — tín hiệu sắp bung
GVR,NR7,2025-01-15,2025-01-16,28.1,27.0,30.0,2025-03-12,32.0,REVERSAL_DOUBLE_TOP,15.09,34,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 2.5% — SL hẹp, risk thấp"
GVR,RETEST,2025-03-12,2025-03-13,32.44,31.0,35.0,2025-03-31,33.0,TSL,1.73,12,Retest vùng breakout 33 (cách -2.1%) | Volume cạn 0.55× TB20 | Giá vẫn giữ trên vùng breakout
GVR,NR7,2025-04-02,2025-04-03,29.28,28.0,31.0,2025-04-04,27.0,SL,-6.9,1,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 3.1% — SL hẹp, risk thấp"
GVR,NR7,2025-04-04,2025-04-08,25.39,24.0,27.0,2025-04-09,24.0,SL,-7.01,1,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 4.1% — SL hẹp, risk thấp"
GVR,NR7,2025-04-09,2025-04-10,25.24,24.0,27.0,2025-04-11,24.0,SL,-4.91,1,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 5.1% — SL hẹp, risk thấp"
GVR,MOMENTUM_SURGE,2025-04-14,2025-04-15,25.19,24.0,27.0,2025-04-16,24.0,SL,-5.68,1,3 phiên tăng liên tiếp (+9.4% tổng) | Volume tăng theo đà giá
GVR,MACD_CROSSOVER,2025-04-29,2025-05-05,24.35,23.0,26.0,2025-07-30,29.0,REVERSAL_TREND_BREAK,19.47,62,MACD crossover bullish (hist=0.05)
GVR,NR7,2025-08-04,2025-08-05,29.58,28.0,32.0,2025-08-22,30.0,TSL,1.42,13,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 3.4% — SL hẹp, risk thấp"
GVR,NR7,2025-08-27,2025-08-28,29.04,28.0,31.0,2025-09-09,28.0,SL,-3.58,6,"NR7: range 1 nhỏ nhất 7 phiên — sắp bung | ATR 4.2% — SL hẹp, risk thấp"
GVR,HAMMER,2025-09-11,2025-09-12,28.49,27.0,31.0,2025-10-02,27.0,SL,-5.23,14,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 28 | RSI 41.8 — vùng oversold
GVR,MACD_CROSSOVER,2025-10-09,2025-10-10,28.05,27.0,30.0,2025-10-15,27.0,SL,-3.74,3,MACD crossover bullish (hist=0.01)
GVR,MACD_CROSSOVER,2025-10-27,2025-10-28,27.11,26.0,29.0,2025-11-25,27.0,TSL,-0.41,20,MACD crossover bullish (hist=0.03)
GVR,NR7,2025-11-27,2025-11-28,27.9,27.0,29.0,2025-12-01,27.0,SL,-3.23,1,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 3.1% — SL hẹp, risk thấp"
GVR,BULLISH_ENGULFING,2025-12-02,2025-12-03,27.75,26.0,30.0,2025-12-12,26.0,SL,-6.31,7,Engulfing: [26–28] nuốt [27–27] (body 5.1%) | Volume xanh 1.4× bar đỏ | Tại support 27
GVR,MACD_CROSSOVER,2025-12-30,2025-12-31,26.6,26.0,28.0,2026-01-05,26.0,SL,-2.26,1,MACD crossover bullish (hist=0.02)
MBB,GOLDEN_CROSS,2025-01-02,2025-01-03,16.44,16.0,17.0,2025-01-06,16.0,SL,-2.68,1,Golden Cross: MA20 (16) cắt lên MA50 (16) | Volume xác nhận cross
MBB,GOLDEN_CROSS,2025-01-06,2025-01-07,16.29,16.0,17.0,2025-01-07,16.0,SL,-1.78,0,Golden Cross: MA20 (16) cắt lên MA50 (16) | Volume xác nhận cross
MBB,GOLDEN_CROSS,2025-01-07,2025-01-08,16.1,16.0,16.0,2025-01-10,16.0,SL,-0.62,2,Golden Cross: MA20 (16) cắt lên MA50 (16) | Volume xác nhận cross
MBB,SPRING,2025-01-13,2025-01-14,16.06,16.0,16.0,2025-01-14,16.0,SL,-0.37,0,HH: đỉnh 17 > 17 | HL: đáy 16 > 16 | Volume phiên tăng > giảm
MBB,RETEST,2025-01-14,2025-01-15,16.1,16.0,16.0,2025-01-15,16.0,SL,-0.62,0,Retest vùng breakout 16 (cách -2.7%) | Volume cạn 0.62× TB20 | Giá vẫn giữ trên vùng breakout
MBB,RETEST,2025-01-15,2025-01-16,16.14,16.0,16.0,2025-02-13,17.0,TSL,5.33,15,Retest vùng breakout 16 (cách -2.6%) | Volume cạn 0.51× TB20 | Giá vẫn giữ trên vùng breakout
MBB,SPRING,2025-02-13,2025-02-14,17.26,17.0,18.0,2025-02-17,17.0,SL,-1.51,1,HH: đỉnh 17 > 17 | HL: đáy 17 > 16 | Volume phiên tăng > giảm
MBB,FLAG_PENNANT,2025-02-18,2025-02-19,17.11,17.0,17.0,2025-03-17,18.0,REVERSAL_DOUBLE_TOP,6.6,18,Cột cờ +5.5% trong 10 phiên | Nén 0 điểm (< 50% cột cờ) | Volume consolidation 0.76× phase tăng | Giá áp sát đỉnh vùng nén — sắp bung
MBB,SPRING,2025-03-17,2025-03-18,18.31,18.0,19.0,2025-03-18,18.0,SL,-1.69,0,HH: đỉnh 19 > 17 | HL: đáy 18 > 17 | Volume phiên tăng > giảm
MBB,SPRING,2025-03-18,2025-03-19,17.94,17.0,19.0,2025-04-03,17.0,SL,-5.24,11,HH: đỉnh 19 > 17 | HL: đáy 18 > 17 | Volume phiên tăng > giảm
MBB,NR7,2025-04-10,2025-04-11,16.89,16.0,18.0,2025-05-27,19.0,REVERSAL_DOUBLE_TOP,10.01,29,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 3.5% — SL hẹp, risk thấp"
MBB,RETEST,2025-05-27,2025-05-28,18.65,18.0,20.0,2025-07-16,20.0,TSL,6.65,35,Retest vùng breakout 19 (cách -1.2%) | Volume cạn 0.66× TB20 | Giá vẫn giữ trên vùng breakout
MBB,SPRING,2025-07-16,2025-07-17,20.08,20.0,20.0,2025-07-17,20.0,SL,-0.4,0,HH: đỉnh 20 > 20 | HL: đáy 20 > 19 | Volume phiên tăng > giảm
MBB,BB_SQUEEZE,2025-07-17,2025-07-18,20.12,20.0,20.0,2025-07-18,20.0,SL,-0.6,0,BB squeeze: width 0.059 ≈ min 20 phiên (0.059) | Giá trên BB mid — bias bullish
MBB,SPRING,2025-07-18,2025-07-21,20.49,20.0,21.0,2025-07-22,20.0,SL,-2.39,1,HH: đỉnh 20 > 20 | HL: đáy 20 > 20 | Volume phiên tăng > giảm
MBB,SPRING,2025-07-22,2025-07-23,20.42,20.0,21.0,2025-09-18,27.0,REVERSAL_MA20_BREAK,31.24,39,HH: đỉnh 20 > 20 | HL: đáy 20 > 20 | Volume phiên tăng > giảm
MBB,BULLISH_ENGULFING,2025-09-24,2025-09-25,27.0,26.0,28.0,2025-10-20,26.0,SL,-3.7,17,Engulfing: [26–27] nuốt [26–26] (body 1.7%) | Volume xanh 2.3× bar đỏ
MBB,HAMMER,2025-10-22,2025-10-23,25.5,24.0,28.0,2025-10-27,24.0,SL,-5.88,2,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | Gần support 25 | RSI 38.7 — vùng oversold
MBB,HAMMER,2025-10-28,2025-10-29,24.2,23.0,26.0,2025-11-11,23.0,SL,-4.96,9,Bóng dưới 1 > 2× thân 0 | Đóng cửa gần đỉnh nến — lực mua hấp thu | RSI 30.5 — vùng oversold
MBB,RSI_BOUNCE,2025-11-11,2025-11-12,23.35,22.0,25.0,2026-01-05,24.0,TSL,2.78,36,RSI 33.8 oversold | Trên MA200 (21) — long-term trend ok | Nến đảo chiều tăng
HPG,NR7,2025-01-14,2025-01-15,21.67,21.0,23.0,2025-03-04,23.0,REVERSAL_DOUBLE_TOP,7.11,29,"NR7: range 0 nhỏ nhất 7 phiên — sắp bung | ATR 1.6% — SL hẹp, risk thấp"
